timestamp_sec,flow_id,cpu_req,ram_req,msd_req,is_ddos_spike,service_type,priority
4260.5,FLOW_42605,9.79,3.77,2,0,Data,1
582.3,FLOW_5823,8.77,3.76,1,0,VoIP,4
1538.7,FLOW_15387,13.18,1.3,1,0,Data,1
2956.1,FLOW_29561,12.45,4.67,1,0,Data,1
3947.5,FLOW_39475,9.94,3.8,1,0,Data,1
29.2,FLOW_292,36.15,10.59,5,0,Video,3
1695.7,FLOW_16957,14.06,0.84,1,0,Data,1
3086.0,FLOW_30860,74.94,37.36,4,1,Attack,5
1407.3,FLOW_14073,6.76,2.08,1,0,IoT,1
2185.6,FLOW_21856,11.25,3.78,2,0,Data,1
2207.9,FLOW_22079,40.53,17.13,3,0,Video,3
1702.3,FLOW_17023,5.4,1.44,1,0,Data,1
873.9,FLOW_8739,4.85,4.52,3,0,VoIP,4
1582.5,FLOW_15825,80.78,45.87,4,1,Attack,5
274.1,FLOW_2741,5.07,4.79,3,0,VoIP,4
1804.8,FLOW_18048,3.83,5.6,1,0,Data,1
4993.6,FLOW_49936,16.99,6.57,2,0,Data,1
1737.2,FLOW_17372,1.44,1.08,2,0,Data,1
2202.1,FLOW_22021,28.04,13.47,4,0,Video,3
4636.4,FLOW_46364,57.0,23.3,3,1,Attack,5
2353.7,FLOW_23537,2.03,3.69,1,0,Data,1
4549.9,FLOW_45499,61.48,23.49,3,1,Attack,5
4018.5,FLOW_40185,2.39,0.5,2,0,Data,1
961.3,FLOW_9613,9.08,2.74,2,0,VoIP,4
4328.1,FLOW_43281,16.78,7.31,2,0,Data,1
3789.1,FLOW_37891,2.12,2.31,1,0,Data,1
2617.8,FLOW_26178,7.37,2.84,1,0,Data,1
4589.2,FLOW_45892,84.63,35.61,4,1,Attack,5
2093.3,FLOW_20933,1.4,3.23,2,0,Data,1
4097.1,FLOW_40971,72.85,27.24,5,1,Attack,5
2222.4,FLOW_22224,14.74,2.71,2,0,Data,1
2438.1,FLOW_24381,61.06,15.66,4,1,Attack,4
3485.5,FLOW_34855,13.39,3.27,2,0,Data,1
4857.7,FLOW_48577,2.8,1.25,1,0,Data,1
3853.6,FLOW_38536,58.25,23.8,3,1,Attack,5
3175.5,FLOW_31755,33.84,17.79,4,0,Video,3
775.3,FLOW_7753,5.2,2.36,1,0,Data,1
4663.8,FLOW_46638,69.51,28.04,3,1,Attack,5
4383.4,FLOW_43834,4.65,2.69,2,0,Data,1
2623.5,FLOW_26235,11.69,5.55,1,0,Data,1
4422.9,FLOW_44229,77.06,29.12,4,1,Attack,5
4959.6,FLOW_49596,4.87,0.5,2,0,Data,1
1855.2,FLOW_18552,13.41,2.5,1,0,Data,1
4313.6,FLOW_43136,68.33,28.86,3,1,Attack,5
3667.2,FLOW_36672,55.43,23.94,4,1,Attack,5
4364.9,FLOW_43649,59.49,22.39,3,1,Attack,5
394.0,FLOW_3940,20.18,14.58,3,0,Data,2
3149.6,FLOW_31496,1.75,2.23,2,0,Data,1
2659.3,FLOW_26593,30.9,18.72,4,0,Video,3
2392.1,FLOW_23921,14.74,5.82,1,0,Data,1
2640.2,FLOW_26402,30.92,14.53,3,0,Video,3
4594.2,FLOW_45942,5.68,2.54,1,0,Data,1
4852.5,FLOW_48525,16.46,4.9,1,0,Data,1
1831.5,FLOW_18315,13.31,0.8,2,0,Data,1
3689.3,FLOW_36893,12.81,6.64,1,0,Data,1
2669.5,FLOW_26695,13.17,4.19,1,0,Data,1
4212.7,FLOW_42127,6.95,0.9,1,0,Data,1
1417.0,FLOW_14170,5.5,1.96,1,0,Data,1
373.2,FLOW_3732,17.19,14.91,4,0,Data,2
788.1,FLOW_7881,18.31,13.89,3,0,Data,2
601.6,FLOW_6016,7.44,4.43,3,0,VoIP,4
2302.9,FLOW_23029,6.22,4.24,1,0,Data,1
3547.3,FLOW_35473,14.75,4.34,1,0,Data,1
4968.5,FLOW_49685,69.61,28.51,3,1,Attack,5
481.7,FLOW_4817,3.26,4.59,2,0,VoIP,4
4169.3,FLOW_41693,70.24,28.21,4,1,Attack,5
1200.7,FLOW_12007,1.49,1.15,1,0,IoT,1
4132.7,FLOW_41327,18.74,7.98,1,0,Data,1
950.6,FLOW_9506,35.23,24.47,5,0,Video,3
4479.8,FLOW_44798,13.67,5.54,2,0,Data,1
3406.2,FLOW_34062,7.89,1.16,1,0,Data,1
2747.4,FLOW_27474,23.38,11.99,4,0,Video,3
3114.3,FLOW_31143,10.47,3.99,1,0,Data,1
2123.5,FLOW_21235,1.26,1.96,2,0,Data,1
139.0,FLOW_1390,7.79,0.93,2,0,IoT,1
3824.9,FLOW_38249,68.57,26.91,4,1,Attack,5
3762.4,FLOW_37624,15.64,5.96,2,0,Data,1
4202.8,FLOW_42028,8.86,2.37,1,0,Data,1
2083.4,FLOW_20834,2.73,5.46,1,0,Data,1
1475.7,FLOW_14757,13.72,14.83,2,0,Data,2
2639.6,FLOW_26396,3.3,1.46,1,0,Data,1
680.8,FLOW_6808,25.16,12.18,4,0,Video,3
922.5,FLOW_9225,41.69,17.19,3,0,Video,3
4839.4,FLOW_48394,8.45,5.28,2,0,Data,1
539.5,FLOW_5395,4.29,2.58,2,0,Data,1
694.3,FLOW_6943,42.58,23.89,4,0,Video,3
2387.0,FLOW_23870,12.61,4.01,2,0,Data,1
3249.2,FLOW_32492,10.17,2.84,2,0,Data,1
3634.5,FLOW_36345,65.95,28.11,3,1,Attack,5
1075.5,FLOW_10755,2.5,2.1,1,0,Data,1
1230.1,FLOW_12301,5.87,2.85,2,0,IoT,1
4838.6,FLOW_48386,1.22,0.5,1,0,Data,1
4274.5,FLOW_42745,67.55,25.63,3,1,Attack,5
2908.9,FLOW_29089,3.93,1.44,2,0,Data,1
4471.2,FLOW_44712,7.59,2.53,1,0,Data,1
1434.3,FLOW_14343,40.61,23.63,3,0,Video,3
3817.2,FLOW_38172,10.38,5.44,2,0,Data,1
507.1,FLOW_5071,5.21,2.36,2,0,Data,1
2412.1,FLOW_24121,10.25,5.18,1,0,Data,1
4880.9,FLOW_48809,19.1,7.61,2,0,Data,1
1782.0,FLOW_17820,23.55,19.9,4,0,Video,3
112.2,FLOW_1122,9.5,1.45,3,0,VoIP,4
1126.4,FLOW_11264,3.75,1.34,2,0,Data,1
3057.9,FLOW_30579,9.03,0.52,1,0,Data,1
4546.4,FLOW_45464,1.09,0.5,2,0,Data,1
4821.6,FLOW_48216,67.35,28.18,4,1,Attack,5
4304.4,FLOW_43044,84.16,32.8,4,1,Attack,5
1565.6,FLOW_15656,30.23,12.82,4,0,Video,3
190.0,FLOW_1900,5.55,1.19,2,0,Data,1
14.7,FLOW_147,13.25,9.84,4,0,Data,2
2964.2,FLOW_29642,42.32,13.41,4,0,Video,3
321.1,FLOW_3211,6.82,1.21,1,0,Data,1
4385.0,FLOW_43850,4.95,2.71,2,0,Data,1
235.4,FLOW_2354,5.06,0.6,1,0,IoT,1
3152.0,FLOW_31520,7.91,4.96,2,0,Data,1
4258.3,FLOW_42583,6.3,1.52,1,0,Data,1
4333.7,FLOW_43337,3.24,0.5,1,0,Data,1
4528.4,FLOW_45284,45.19,17.6,3,1,Attack,5
4695.6,FLOW_46956,56.22,24.27,3,1,Attack,5
4879.0,FLOW_48790,1.03,0.5,1,0,Data,1
3658.5,FLOW_36585,77.58,32.39,3,1,Attack,5
1046.5,FLOW_10465,1.7,1.91,1,0,Data,1
782.1,FLOW_7821,3.16,1.24,1,0,Data,1
720.5,FLOW_7205,11.96,1.74,2,0,VoIP,4
641.3,FLOW_6413,4.58,1.78,1,0,Data,1
3404.6,FLOW_34046,14.84,4.82,2,0,Data,1
1272.8,FLOW_12728,1.8,2.86,1,0,Data,1
692.5,FLOW_6925,68.26,41.94,4,1,Attack,5
2799.5,FLOW_27995,5.03,4.73,1,0,Data,1
3761.2,FLOW_37612,70.63,26.86,4,1,Attack,5
3948.3,FLOW_39483,55.46,23.5,4,1,Attack,5
301.6,FLOW_3016,8.11,1.64,1,0,VoIP,4
164.0,FLOW_1640,5.75,0.65,2,0,IoT,1
888.3,FLOW_8883,6.52,0.97,2,0,Data,1
3760.1,FLOW_37601,4.56,0.5,2,0,Data,1
1296.9,FLOW_12969,1.98,1.09,1,0,Data,1
2346.3,FLOW_23463,83.7,49.26,5,1,Attack,5
1575.7,FLOW_15757,8.2,5.03,2,0,Data,1
4407.6,FLOW_44076,3.23,0.55,2,0,Data,1
408.6,FLOW_4086,21.14,11.82,3,0,Video,3
50.8,FLOW_508,24.89,9.91,3,0,Data,2
635.4,FLOW_6354,31.75,22.44,3,0,Video,3
2964.4,FLOW_29644,5.77,4.67,2,0,Data,1
2081.5,FLOW_20815,3.55,0.91,1,0,Data,1
623.4,FLOW_6234,6.52,2.68,1,0,Data,1
3198.9,FLOW_31989,5.2,5.82,1,0,Data,1
1299.5,FLOW_12995,38.56,16.48,3,0,Video,3
4250.1,FLOW_42501,11.13,3.21,2,0,Data,1
3892.0,FLOW_38920,71.8,29.31,3,1,Attack,5
26.2,FLOW_262,3.81,0.85,1,0,IoT,1
789.1,FLOW_7891,2.19,1.07,2,0,Data,1
1052.7,FLOW_10527,7.24,2.71,2,0,Data,1
1860.0,FLOW_18600,3.75,4.8,1,0,Data,1
2411.4,FLOW_24114,5.37,3.8,2,0,Data,1
3349.8,FLOW_33498,30.44,14.4,3,0,Video,3
1347.1,FLOW_13471,5.76,1.07,2,0,Data,1
3172.5,FLOW_31725,8.55,0.57,1,0,Data,1
2369.0,FLOW_23690,10.78,2.29,1,0,Data,1
1055.7,FLOW_10557,4.83,2.31,1,0,IoT,1
655.6,FLOW_6556,2.76,2.74,1,0,IoT,1
4557.7,FLOW_45577,40.46,15.63,3,1,Attack,5
4150.3,FLOW_41503,67.58,27.88,4,1,Attack,5
2787.2,FLOW_27872,9.22,5.41,2,0,Data,1
1081.0,FLOW_10810,6.84,1.16,1,0,Data,1
3821.4,FLOW_38214,4.85,1.66,1,0,Data,1
1173.0,FLOW_11730,2.09,2.93,1,0,IoT,1
2743.8,FLOW_27438,31.89,13.93,3,0,Video,3
2177.9,FLOW_21779,3.13,1.67,1,0,Data,1
3407.9,FLOW_34079,9.15,0.8,1,0,Data,1
2291.5,FLOW_22915,56.4,28.22,4,1,Attack,4
808.5,FLOW_8085,7.26,2.45,2,0,IoT,1
4346.7,FLOW_43467,54.8,21.71,3,1,Attack,5
1470.9,FLOW_14709,4.43,2.02,2,0,Data,1
1546.6,FLOW_15466,7.32,3.41,1,0,Data,1
3717.2,FLOW_37172,10.95,5.69,2,0,Data,1
2874.8,FLOW_28748,12.39,1.68,2,0,Data,1
310.4,FLOW_3104,19.2,12.87,4,0,Data,2
70.8,FLOW_708,18.12,14.71,4,0,Data,2
3838.5,FLOW_38385,12.63,3.11,1,0,Data,1
2344.4,FLOW_23444,12.94,3.04,2,0,Data,1
2651.0,FLOW_26510,28.16,12.38,4,0,Video,3
846.6,FLOW_8466,3.37,0.78,1,0,Data,1
623.0,FLOW_6230,10.62,14.43,2,0,Data,2
4635.8,FLOW_46358,73.06,29.38,4,1,Attack,5
3935.7,FLOW_39357,2.85,1.75,2,0,Data,1
1638.6,FLOW_16386,12.69,4.31,2,0,Data,1
3416.5,FLOW_34165,3.19,1.19,2,0,Data,1
416.8,FLOW_4168,7.29,1.64,1,0,Data,1
580.3,FLOW_5803,1.68,1.05,1,0,Data,1
1275.3,FLOW_12753,20.78,10.07,4,0,Data,2
218.9,FLOW_2189,4.76,0.51,1,0,IoT,1
1218.7,FLOW_12187,19.37,6.5,3,0,Data,2
3172.7,FLOW_31727,8.83,4.11,1,0,Data,1
1924.5,FLOW_19245,9.62,1.97,2,0,Data,1
3786.6,FLOW_37866,4.09,1.67,1,0,Data,1
4351.4,FLOW_43514,1.47,0.73,2,0,Data,1
871.8,FLOW_8718,30.83,22.99,5,0,Video,3
2882.4,FLOW_28824,9.44,5.14,1,0,Data,1
2446.8,FLOW_24468,2.49,5.91,2,0,Data,1
4825.2,FLOW_48252,9.06,2.5,1,0,Data,1
720.1,FLOW_7201,28.51,15.61,3,0,Video,3
928.2,FLOW_9282,18.19,13.93,3,0,Data,2
2682.0,FLOW_26820,7.55,4.53,2,0,Data,1
2737.3,FLOW_27373,1.43,0.89,1,0,Data,1
2249.2,FLOW_22492,4.09,2.61,2,0,Data,1
4563.7,FLOW_45637,61.26,26.44,3,1,Attack,5
4587.9,FLOW_45879,69.11,26.39,3,1,Attack,5
2933.9,FLOW_29339,1.01,3.95,1,0,Data,1
4654.7,FLOW_46547,59.19,24.98,4,1,Attack,5
1080.3,FLOW_10803,8.11,2.03,1,0,VoIP,4
2096.4,FLOW_20964,7.2,5.33,2,0,Data,1
3003.2,FLOW_30032,11.75,2.02,2,0,Data,1
522.2,FLOW_5222,12.05,9.85,4,0,Data,2
65.9,FLOW_659,1.24,2.05,1,0,Data,1
3324.5,FLOW_33245,4.27,4.75,1,0,Data,1
586.5,FLOW_5865,42.66,20.75,3,0,Video,3
4887.1,FLOW_48871,76.11,30.01,4,1,Attack,5
2298.5,FLOW_22985,10.89,3.09,2,0,Data,1
2888.0,FLOW_28880,12.13,4.03,1,0,Data,1
4708.7,FLOW_47087,17.27,7.27,2,0,Data,1
2652.7,FLOW_26527,5.1,1.06,2,0,Data,1
964.7,FLOW_9647,16.29,11.69,4,0,Data,2
4954.5,FLOW_49545,47.75,18.67,2,1,Attack,5
3237.4,FLOW_32374,9.12,3.26,1,0,Data,1
2615.8,FLOW_26158,5.37,3.95,2,0,Data,1
1171.1,FLOW_11711,5.35,1.61,2,0,Data,1
2723.8,FLOW_27238,11.75,4.71,1,0,Data,1
1835.3,FLOW_18353,23.13,13.06,3,0,Video,3
4951.4,FLOW_49514,68.3,26.98,3,1,Attack,5
2172.4,FLOW_21724,5.35,1.51,1,0,Data,1
2592.4,FLOW_25924,9.84,4.08,1,0,Data,1
4138.9,FLOW_41389,7.96,3.19,2,0,Data,1
477.2,FLOW_4772,5.69,2.79,1,0,VoIP,4
3520.4,FLOW_35204,37.87,15.02,2,1,Attack,5
2787.8,FLOW_27878,3.72,1.67,2,0,Data,1
587.4,FLOW_5874,2.11,1.76,2,0,IoT,1
1780.4,FLOW_17804,9.59,5.65,2,0,Data,1
3422.3,FLOW_34223,1.55,3.47,1,0,Data,1
784.1,FLOW_7841,20.65,11.03,4,0,Data,2
1592.2,FLOW_15922,5.62,1.76,1,0,Data,1
2836.6,FLOW_28366,6.0,3.87,1,0,Data,1
1208.3,FLOW_12083,5.63,1.5,2,0,Data,1
2003.3,FLOW_20033,41.15,29.81,3,1,Attack,4
1448.7,FLOW_14487,43.23,10.46,5,0,Video,3
2081.8,FLOW_20818,8.67,1.57,2,0,Data,1
3751.7,FLOW_37517,3.13,1.94,2,0,Data,1
4423.5,FLOW_44235,65.4,25.18,3,1,Attack,5
4865.0,FLOW_48650,11.75,4.31,1,0,Data,1
3623.5,FLOW_36235,15.13,6.72,2,0,Data,1
2106.9,FLOW_21069,74.69,36.46,5,1,Attack,5
952.3,FLOW_9523,6.28,2.28,2,0,VoIP,4
3275.5,FLOW_32755,2.4,3.38,1,0,Data,1
1205.3,FLOW_12053,10.33,4.04,1,0,VoIP,4
2359.3,FLOW_23593,7.93,3.28,1,0,Data,1
803.7,FLOW_8037,4.94,2.54,1,0,Data,1
4697.6,FLOW_46976,12.55,4.68,2,0,Data,1
1639.9,FLOW_16399,5.3,3.21,1,0,Data,1
4578.5,FLOW_45785,8.07,2.93,2,0,Data,1
3461.5,FLOW_34615,4.0,2.92,2,0,Data,1
762.4,FLOW_7624,18.22,13.38,4,0,Data,2
1366.1,FLOW_13661,30.6,24.49,5,0,Video,3
3773.6,FLOW_37736,69.32,28.53,3,1,Attack,5
2654.1,FLOW_26541,77.75,45.3,5,1,Attack,5
1326.7,FLOW_13267,39.54,13.01,5,0,Video,3
1808.2,FLOW_18082,10.74,5.07,2,0,Data,1
4808.5,FLOW_48085,4.27,1.92,1,0,Data,1
4276.7,FLOW_42767,4.49,3.02,1,0,Data,1
407.0,FLOW_4070,39.16,20.1,4,0,Video,3
1628.6,FLOW_16286,14.11,3.04,2,0,Data,1
111.8,FLOW_1118,3.77,2.34,2,0,Data,1
1007.4,FLOW_10074,5.37,2.74,1,0,Data,1
1137.3,FLOW_11373,6.83,2.26,1,0,Data,1
3268.4,FLOW_32684,32.31,19.97,3,0,Video,3
4643.3,FLOW_46433,65.38,26.85,3,1,Attack,5
2534.9,FLOW_25349,9.44,1.42,1,0,Data,1
671.5,FLOW_6715,1.15,2.47,1,0,IoT,1
3456.7,FLOW_34567,3.6,0.84,2,0,Data,1
103.0,FLOW_1030,8.1,3.17,2,0,VoIP,4
2275.3,FLOW_22753,30.29,18.14,3,0,Video,3
1176.1,FLOW_11761,3.44,1.53,1,0,IoT,1
3589.6,FLOW_35896,78.05,33.04,4,1,Attack,5
1449.2,FLOW_14492,1.65,0.64,2,0,Data,1
2508.5,FLOW_25085,12.52,1.78,2,0,Data,1
2039.5,FLOW_20395,31.82,11.68,3,0,Video,3
481.3,FLOW_4813,4.04,1.25,1,0,IoT,1
899.4,FLOW_8994,7.12,0.92,1,0,Data,1
4969.1,FLOW_49691,2.35,0.75,1,0,Data,1
2137.4,FLOW_21374,5.38,0.97,1,0,Data,1
3024.2,FLOW_30242,10.89,3.99,2,0,Data,1
4757.8,FLOW_47578,2.54,1.87,2,0,Data,1
116.4,FLOW_1164,3.6,2.57,2,0,IoT,1
2481.0,FLOW_24810,27.87,18.5,4,0,Video,3
