#{"t_start": 1777033401.828687, "env_id": "None"}
r,l,t
10265.842,100,80.001929
9922.889,100,80.001951
10662.106,100,80.001974
9717.849,100,80.001995
10176.115,100,145.337778
10543.537,100,145.337986
10473.854,100,145.338014
10550.533,100,145.338028
10199.981,100,145.338042
10515.037,100,145.338055
10559.594,100,145.338069
10273.842,100,145.338082
10270.294,100,145.338094
10344.836,100,145.338107
9929.297,100,146.688431
9827.548,100,146.688621
10506.673,100,146.688691
10768.206,100,146.688727
9872.453,100,146.688756
9834.267,100,146.688783
10483.7,100,146.68881
10392.107,100,146.688835
10151.759,100,146.688864
9523.483,100,146.688892
9941.96,100,148.014585
10140.73,100,148.01491
9993.6875,100,148.015017
9893.922,100,148.015104
9896.287,100,148.015182
10574.067,100,148.015263
10058.745,100,148.01536
9877.211,100,148.01544
10271.606,100,148.015518
10273.911,100,148.015595
10161.611,100,149.292015
10147.24,100,149.292378
10127.792,100,149.292488
10004.514,100,149.292507
9783.81,100,149.292523
10010.137,100,149.292537
9972.824,100,149.292552
10315.882,100,149.292566
9528.783,100,149.29258
10373.437,100,149.292595
9596.989,100,152.522056
10527.938,100,152.522228
10300.972,100,152.522257
10612.409,100,152.522273
10290.796,100,152.522286
10244.159,100,152.522301
10288.205,100,152.522327
10402.616,100,152.522341
9781.428,100,152.522355
10671.441,100,152.522369
10161.472,100,216.821625
10569.767,100,216.822064
10023.363,100,216.822258
10570.529,100,216.822411
10816.159,100,216.822544
10383.954,100,216.822656
10598.553,100,216.822765
10114.001,100,216.822871
10420.539,100,216.822978
10168.278,100,216.823082
10351.113,100,218.241196
10276.098,100,218.241386
9963.717,100,218.241437
10770.909,100,218.241465
10280.741,100,218.241518
10516.518,100,218.241568
10279.945,100,218.241595
10347.671,100,218.24162
10353.398,100,218.241645
10074.369,100,218.241668
9974.929,100,220.105193
10508.136,100,220.105363
10155.507,100,220.105413
9369.941,100,220.105443
10388.349,100,220.10547
10321.069,100,220.105497
10081.784,100,220.105521
10144.062,100,220.105546
10227.656,100,220.105569
9757.353,100,220.105594
10483.651,100,221.588435
10493.095,100,221.588587
10469.893,100,221.58863
10392.726,100,221.588658
9942.873,100,221.588683
10789.961,100,221.588706
9550.875,100,221.58873
10162.369,100,221.588755
9563.076,100,221.588778
10107.98,100,221.588801
10054.921,100,223.092834
10040.865,100,223.093222
10288.118,100,223.093418
10550.251,100,223.093549
9900.044,100,223.09359
10657.632,100,223.09362
10331.568,100,223.093645
9865.626,100,223.09367
10361.246,100,223.093693
10076.231,100,223.093717
10235.259,100,276.279678
10560.814,100,276.279834
10432.61,100,276.279877
10016.861,100,276.279903
10283.573,100,276.279927
10236.688,100,276.27995
10816.443,100,276.279974
10497.784,100,276.279997
9918.696,100,276.28002
10177.426,100,276.280043
9821.081,100,277.750483
10622.792,100,277.750643
10301.943,100,277.750688
10046.388,100,277.750718
10366.552,100,277.750743
10152.851,100,277.750768
10486.154,100,277.750792
10165.439,100,277.750816
9986.473,100,277.750841
10138.002,100,277.750865
9733.465,100,279.91307
10175.231,100,279.913201
10214.945,100,279.913224
10420.482,100,279.913236
9937.671,100,279.913248
9767.73,100,279.91326
10196.896,100,279.913271
9935.672,100,279.913282
10425.884,100,279.913293
10542.676,100,279.913304
10452.136,100,281.695847
10389.467,100,281.696263
9988.813,100,281.696483
9673.073,100,281.696624
10016.547,100,281.696745
10123.542,100,281.696858
9952.384,100,281.69697
9887.037,100,281.697079
9433.447,100,281.697188
10361.581,100,281.697295
10283.899,100,283.614863
10757.621,100,283.615239
9867.244,100,283.615444
10054.026,100,283.615587
10285.217,100,283.615709
10047.431,100,283.615825
10181.16,100,283.615865
9751.655,100,283.615899
9987.037,100,283.615927
10020.918,100,283.615952
10326.646,100,339.05737
10333.574,100,339.057553
10325.006,100,339.057582
10411.627,100,339.0576
9786.29,100,339.057615
10374.598,100,339.057631
9728.3955,100,339.057646
10050.465,100,339.057661
10260.132,100,339.057677
10247.394,100,339.057692
10240.392,100,340.307773
9621.765,100,340.307939
9629.94,100,340.307986
10198.854,100,340.308017
10139.8545,100,340.308044
9818.134,100,340.308073
10384.42,100,340.308118
10540.811,100,340.308148
10739.356,100,340.308174
9761.721,100,340.308199
10110.004,100,341.863068
9813.738,100,341.863226
9888.037,100,341.863271
10044.471,100,341.8633
9742.575,100,341.863349
9750.0205,100,341.863374
10142.263,100,341.863401
9351.498,100,341.863424
10232.557,100,341.863449
10243.364,100,341.863471
9808.931,100,343.327286
9444.325,100,343.327461
10491.819,100,343.327509
10589.968,100,343.327538
10623.206,100,343.327565
10094.883,100,343.327592
10078.269,100,343.327617
10499.266,100,343.327643
9828.473,100,343.327666
10073.396,100,343.32769
9994.432,100,344.803125
9814.646,100,344.803242
10065.103,100,344.803267
10109.454,100,344.803282
9992.386,100,344.803296
10367.908,100,344.803325
10179.093,100,344.80334
10544.608,100,344.803355
10662.441,100,344.803372
9703.922,100,344.803385
9899.158,100,404.031621
9970.295,100,404.031785
11031.503,100,404.03183
10742.553,100,404.031861
10625.635,100,404.031888
10147.462,100,404.031914
10333.353,100,404.031939
10474.645,100,404.031964
10433.095,100,404.031987
10054.512,100,404.032011
9767.403,100,405.526465
10046.881,100,405.526606
10567.619,100,405.526648
9650.975,100,405.526679
10111.979,100,405.526706
10238.681,100,405.526731
9790.096,100,405.526758
10143.382,100,405.526782
10191.221,100,405.526808
9824.219,100,405.526832
9944.274,100,408.138354
10237.57,100,408.138554
10484.722,100,408.138624
9879.034,100,408.13866
10335.302,100,408.138696
10163.53,100,408.138746
10228.301,100,408.138804
9999.84,100,408.138837
9931.181,100,408.138867
10045.668,100,408.138894
10766.259,100,409.713379
10079.621,100,409.713548
10138.0,100,409.713575
10379.4795,100,409.713592
10038.462,100,409.713608
10474.414,100,409.713622
10025.31,100,409.713635
9985.427,100,409.713649
10775.378,100,409.713663
9821.684,100,409.713676
10000.734,100,411.039339
10244.895,100,411.039511
10172.504,100,411.039535
10401.292,100,411.03955
10192.625,100,411.039563
9968.715,100,411.039577
10610.462,100,411.039591
10542.824,100,411.039604
10353.625,100,411.039616
10038.4375,100,411.039628
10502.206,100,465.244022
9764.027,100,465.244202
10063.414,100,465.244252
9734.803,100,465.244284
9883.078,100,465.244338
10467.232,100,465.244367
10059.384,100,465.244393
10625.814,100,465.244419
10441.058,100,465.244445
9908.202,100,465.24447
9955.992,100,466.745257
9912.203,100,466.745449
9976.501,100,466.745493
10382.771,100,466.74552
10421.743,100,466.745543
10309.792,100,466.745567
10755.847,100,466.745591
10145.552,100,466.745616
10324.648,100,466.745639
9508.988,100,466.745663
9976.55,100,468.215199
10106.963,100,468.215399
9781.094,100,468.215451
9614.539,100,468.215479
10414.479,100,468.215505
10334.567,100,468.215531
10431.174,100,468.215556
9934.531,100,468.215581
10472.534,100,468.215603
10427.534,100,468.215627
9948.98,100,470.05247
9914.344,100,470.052644
10425.321,100,470.052685
10011.423,100,470.052714
9792.398,100,470.052738
9652.755,100,470.052762
10213.777,100,470.052787
10036.222,100,470.052814
9956.898,100,470.052837
10485.483,100,470.052862
10878.83,100,471.531392
10298.939,100,471.531552
10053.785,100,471.531598
10397.011,100,471.531628
10059.4,100,471.531654
10208.13,100,471.53168
10126.433,100,471.531707
9978.27,100,471.531732
10298.613,100,471.531757
9985.697,100,471.531781
10198.641,100,553.958952
9883.449,100,553.959131
10676.033,100,553.959185
9997.334,100,553.959219
9969.297,100,553.959249
10655.756,100,553.959278
10319.554,100,553.959333
10298.199,100,553.959363
9908.878,100,553.959391
10553.515,100,553.959418
10194.57,100,555.380797
10338.453,100,555.380958
9935.685,100,555.380982
10344.829,100,555.380998
10104.353,100,555.38101
10565.149,100,555.381023
10030.755,100,555.381035
10200.5,100,555.381047
10348.715,100,555.381061
10353.417,100,555.381073
10372.657,100,556.893247
10167.091,100,556.893431
10437.307,100,556.893482
10549.951,100,556.893512
10031.405,100,556.893537
10071.946,100,556.893563
10188.71,100,556.893587
10378.562,100,556.893612
9628.579,100,556.893635
9901.592,100,556.893659
9747.288,100,558.409131
9901.014,100,558.409283
10224.352,100,558.409357
9652.059,100,558.409387
10042.731,100,558.409413
10353.327,100,558.409437
10222.393,100,558.409462
10092.44,100,558.409486
10050.825,100,558.409509
9733.497,100,558.409532
10254.24,100,559.703344
9907.173,100,559.703527
10514.31,100,559.703556
10150.119,100,559.703571
10314.813,100,559.703585
10465.545,100,559.703599
10706.531,100,559.703613
10069.268,100,559.703626
10266.198,100,559.70364
10545.027,100,559.703655
9794.113,100,561.264184
10423.716,100,561.264386
10412.5,100,561.264446
10168.077,100,561.264481
10311.499,100,561.264511
10366.025,100,561.264538
9682.848,100,561.264565
10028.762,100,561.26459
10529.658,100,561.264617
10554.243,100,561.264642
9989.684,100,614.888119
10381.1455,100,614.888282
9994.7705,100,614.888374
10264.381,100,614.888404
10091.635,100,614.888428
10172.038,100,614.888451
9873.582,100,614.888475
9825.452,100,614.888501
10130.013,100,614.888524
9994.885,100,614.888547
10280.049,100,616.941661
10065.546,100,616.941822
9911.961,100,616.941866
10439.594,100,616.941894
10322.064,100,616.941919
9887.827,100,616.941946
10200.952,100,616.94197
10495.791,100,616.941997
10023.483,100,616.94202
10002.709,100,616.942045
10252.689,100,618.32871
9379.877,100,618.328872
9841.334,100,618.328918
9931.8545,100,618.328947
10381.331,100,618.328972
10119.58,100,618.329021
10208.891,100,618.329075
10179.259,100,618.329102
9948.304,100,618.329126
10012.796,100,618.329149
10227.777,100,619.980872
10094.515,100,619.981038
10056.78,100,619.981065
10674.435,100,619.981079
10191.137,100,619.981092
10021.688,100,619.981114
10462.135,100,619.981127
10623.693,100,619.981139
9857.008,100,619.981151
10496.025,100,619.981164
10291.654,100,622.091766
9665.023,100,622.091932
10466.65,100,622.091958
10158.422,100,622.091975
10315.35,100,622.091989
10146.882,100,622.092002
9981.548,100,622.092016
10616.28,100,622.09203
10235.975,100,622.092044
10036.182,100,622.092058
9984.7705,100,678.061542
10913.207,100,678.061718
10166.804,100,678.061761
9882.939,100,678.061789
10312.232,100,678.061814
10258.939,100,678.061838
10396.957,100,678.061861
10446.771,100,678.061885
9969.351,100,678.061907
10185.099,100,678.061929
10266.152,100,679.424783
10054.03,100,679.424981
10273.898,100,679.425009
10070.415,100,679.425026
10367.832,100,679.425041
9997.908,100,679.425065
10301.106,100,679.42508
10580.297,100,679.425095
10261.35,100,679.42511
10584.692,100,679.425134
10475.121,100,680.886406
9915.418,100,680.886575
10038.259,100,680.88662
10481.098,100,680.886649
10463.13,100,680.886674
10143.057,100,680.886697
10598.145,100,680.886722
10007.375,100,680.886745
10124.397,100,680.886769
10570.572,100,680.886791
10227.619,100,682.37803
10193.785,100,682.378186
9903.204,100,682.378231
10129.514,100,682.378259
9871.694,100,682.378284
10125.075,100,682.378329
10419.328,100,682.378355
10090.572,100,682.378379
10024.203,100,682.378403
10059.01,100,682.378426
10047.2705,100,683.835772
10176.276,100,683.835932
10360.622,100,683.835976
10559.02,100,683.836005
10017.765,100,683.836032
10562.881,100,683.836058
10100.466,100,683.836085
9814.97,100,683.836109
10183.2705,100,683.836134
9898.426,100,683.83616
10032.263,100,737.771357
10262.711,100,737.771517
10171.626,100,737.77156
10166.966,100,737.771588
10183.789,100,737.771612
10226.267,100,737.771636
10381.067,100,737.771658
10253.4,100,737.771682
10932.956,100,737.771703
10161.284,100,737.771725
10536.213,100,739.52489
10210.24,100,739.525032
10055.778,100,739.525056
9979.653,100,739.525071
10733.316,100,739.525084
9896.622,100,739.525097
9895.734,100,739.52511
10272.122,100,739.525123
10410.2,100,739.525135
10116.169,100,739.525148
9654.436,100,741.038485
10382.605,100,741.038648
10108.175,100,741.038689
10143.758,100,741.038716
10212.88,100,741.038739
10051.657,100,741.038762
10890.338,100,741.038786
10511.536,100,741.03881
9937.964,100,741.038832
10407.649,100,741.038854
9432.195,100,742.486456
9575.057,100,742.486617
10435.977,100,742.486659
9840.246,100,742.486688
10198.872,100,742.486712
10415.951,100,742.486736
10306.024,100,742.486759
10049.354,100,742.486785
10256.916,100,742.486808
10013.878,100,742.48683
9854.199,100,744.03463
10099.11,100,744.034805
10416.537,100,744.034854
10108.662,100,744.034883
10147.938,100,744.034908
10384.646,100,744.034933
10288.404,100,744.034957
10107.964,100,744.034981
10241.686,100,744.035004
10077.291,100,744.035028
10469.724,100,799.387531
10434.576,100,799.387658
10721.177,100,799.387687
10622.833,100,799.387704
10214.788,100,799.387719
10054.454,100,799.387735
10757.23,100,799.387749
10413.947,100,799.387764
10457.151,100,799.387779
10264.747,100,799.387793
10264.25,100,800.901397
10614.168,100,800.901526
10222.037,100,800.901548
10243.751,100,800.901564
10490.605,100,800.901578
10319.218,100,800.901591
10038.907,100,800.901604
10185.944,100,800.901618
9806.87,100,800.901631
9957.238,100,800.901645
9780.015,100,802.713552
10403.297,100,802.713697
10524.383,100,802.713744
9961.243,100,802.713773
10052.345,100,802.7138
10529.078,100,802.713825
10566.597,100,802.713851
10202.041,100,802.713876
10536.691,100,802.713902
9903.233,100,802.713926
9538.226,100,804.226596
10323.76,100,804.226754
10401.43,100,804.226796
10461.225,100,804.226823
10571.038,100,804.226847
9931.649,100,804.226897
9953.237,100,804.226947
10283.47,100,804.226973
9910.063,100,804.226997
10334.499,100,804.22702
10037.746,100,805.695623
10014.436,100,805.69578
10492.069,100,805.695824
9761.027,100,805.695854
10355.114,100,805.69588
9648.261,100,805.695904
10469.47,100,805.69593
9925.222,100,805.695955
10928.852,100,805.695979
10063.35,100,805.696004
10056.206,100,859.056807
10130.498,100,859.056993
9972.633,100,859.057022
9675.557,100,859.057039
10206.227,100,859.057054
9982.326,100,859.057068
10339.908,100,859.057082
10441.181,100,859.057097
10415.739,100,859.057111
10013.427,100,859.057125
10210.075,100,860.680514
10032.204,100,860.680682
9714.855,100,860.680727
10117.68,100,860.680754
10150.706,100,860.680778
10703.633,100,860.680801
10121.811,100,860.680824
10426.793,100,860.680847
10289.0205,100,860.68087
10509.58,100,860.680894
10063.831,100,862.1969
9598.446,100,862.197067
10464.348,100,862.197114
9961.667,100,862.197144
9851.695,100,862.19717
10378.169,100,862.197196
9896.964,100,862.197223
10671.5,100,862.19725
10233.97,100,862.197277
10092.64,100,862.197301
10106.005,100,863.682473
10382.247,100,863.682614
10514.0625,100,863.682637
10178.549,100,863.682651
9912.814,100,863.682663
10236.563,100,863.682676
10108.053,100,863.682688
10004.231,100,863.6827
10666.556,100,863.682712
9962.992,100,863.682725
10078.063,100,865.183353
9762.767,100,865.183492
10374.238,100,865.183532
10467.962,100,865.18356
10169.752,100,865.183584
10241.811,100,865.183607
10014.749,100,865.183632
10147.521,100,865.183655
10347.185,100,865.18368
10308.644,100,865.183703
10664.459,100,920.988631
10545.553,100,920.988803
10105.506,100,920.988852
10326.707,100,920.988883
9699.7,100,920.98891
10469.417,100,920.988937
9724.628,100,920.988962
10312.307,100,920.988987
10103.989,100,920.989011
9757.707,100,920.989035
10225.521,100,922.578026
10441.648,100,922.578167
10488.664,100,922.578192
9854.886,100,922.578208
10548.399,100,922.578223
10639.7705,100,922.578237
10606.577,100,922.578251
10215.777,100,922.578265
10105.547,100,922.578278
10062.388,100,922.578291
10185.712,100,923.981824
9921.756,100,923.98198
9754.379,100,923.982021
10192.318,100,923.98205
10440.762,100,923.982074
9903.828,100,923.982098
10227.671,100,923.982125
10177.067,100,923.982148
9919.647,100,923.982172
9788.5205,100,923.982194
9977.376,100,925.459064
10468.518,100,925.459227
10329.199,100,925.459272
10310.424,100,925.459302
9864.185,100,925.459354
10439.922,100,925.459382
10649.5,100,925.459408
10385.6455,100,925.459433
10319.1875,100,925.459457
9462.397,100,925.459482
10318.125,100,926.982855
10255.697,100,926.983021
9863.526,100,926.983067
10213.518,100,926.983096
10005.076,100,926.983122
10008.249,100,926.983146
10103.331,100,926.983172
10329.968,100,926.983195
9806.853,100,926.98322
10430.203,100,926.983244
10282.485,100,1000.946914
10343.283,100,1000.949468
10097.458,100,1000.949577
9943.412,100,1000.949613
9968.595,100,1000.94964
10208.731,100,1000.949665
10131.767,100,1000.949691
10379.543,100,1000.949714
10394.135,100,1000.949739
10059.917,100,1000.949763
10466.124,100,1002.65201
10027.857,100,1002.652165
10098.14,100,1002.652191
9786.278,100,1002.652208
10628.16,100,1002.652223
10258.295,100,1002.652238
9822.203,100,1002.652252
10547.526,100,1002.652267
10183.468,100,1002.652281
10247.196,100,1002.652294
10612.715,100,1005.344975
10398.554,100,1005.345151
9934.741,100,1005.3452
10402.931,100,1005.345234
10702.207,100,1005.345266
10407.055,100,1005.345295
10347.698,100,1005.345354
9916.372,100,1005.345384
10512.829,100,1005.345412
9839.346,100,1005.34544
9963.43,100,1006.942013
9822.566,100,1006.942171
10397.161,100,1006.942216
10432.082,100,1006.942247
10610.98,100,1006.942274
10442.335,100,1006.9423
9895.857,100,1006.942355
10378.445,100,1006.94238
10340.786,100,1006.942406
9812.798,100,1006.94243
9995.447,100,1038.801883
9905.7,100,1038.802292
9604.889,100,1038.80252
10201.659,100,1038.802574
10503.089,100,1038.802626
10630.775,100,1038.802778
10338.276,100,1038.802901
10256.56,100,1038.803014
10128.09,100,1038.803052
10400.11,100,1038.803241
10226.109,100,1114.951821
10185.646,100,1114.954317
10134.78,100,1114.954427
9976.405,100,1114.954465
9985.446,100,1114.954493
10348.424,100,1114.954519
10031.676,100,1114.954545
10023.743,100,1114.954572
9598.79,100,1114.954597
10240.773,100,1114.954621
10261.376,100,1116.741773
10017.373,100,1116.741925
9775.4375,100,1116.741954
10403.121,100,1116.741971
9801.718,100,1116.741986
10427.994,100,1116.742002
10578.56,100,1116.742016
9937.186,100,1116.742033
10253.918,100,1116.742049
10873.228,100,1116.742064
10426.686,100,1120.202066
9886.624,100,1120.202264
10684.222,100,1120.202357
10344.57,100,1120.202397
10369.767,100,1120.202425
9929.142,100,1120.202454
10029.39,100,1120.202483
10050.209,100,1120.202511
10141.631,100,1120.202539
10222.562,100,1120.202567
10598.45,100,1122.327746
9921.304,100,1122.327934
10406.366,100,1122.327986
10579.158,100,1122.328021
10541.561,100,1122.328052
9986.588,100,1122.328079
10409.372,100,1122.328107
10450.947,100,1122.328137
10308.017,100,1122.328163
10281.433,100,1122.328191
10099.03,100,1124.426149
10431.021,100,1124.426534
10261.886,100,1124.426735
10072.114,100,1124.426889
10271.474,100,1124.427012
9895.651,100,1124.4271
10295.065,100,1124.427174
10286.521,100,1124.427226
9914.345,100,1124.427278
9812.943,100,1124.42741
10535.157,100,1126.074073
10558.482,100,1126.074253
10208.438,100,1126.074304
10293.568,100,1126.074364
10522.668,100,1126.074394
10033.891,100,1126.074421
9849.072,100,1126.074447
10293.751,100,1126.074474
9921.524,100,1126.0745
10159.198,100,1126.074528
9886.447,100,1188.176791
10823.002,100,1188.179145
10953.711,100,1188.179219
10656.504,100,1188.179237
10122.416,100,1188.179251
10440.324,100,1188.179264
10261.19,100,1188.179278
9906.362,100,1188.179291
10620.632,100,1188.179315
10465.479,100,1188.179328
10417.355,100,1190.453681
9960.71,100,1190.453897
10204.57,100,1190.454002
9830.973,100,1190.454053
10535.222,100,1190.45409
10819.209,100,1190.45412
10255.612,100,1190.45415
9949.883,100,1190.454186
10050.776,100,1190.45423
10345.864,100,1190.454264
9978.74,100,1192.219777
10254.503,100,1192.219937
10681.255,100,1192.219984
10217.257,100,1192.220013
9845.6,100,1192.22004
10552.801,100,1192.220067
9871.998,100,1192.220094
9869.125,100,1192.220119
10145.649,100,1192.220145
10236.504,100,1192.220169
10146.314,100,1194.97491
10339.34,100,1194.975061
10056.388,100,1194.97509
10216.505,100,1194.975108
10291.118,100,1194.975124
10280.732,100,1194.975139
9834.773,100,1194.975155
10041.404,100,1194.97517
10388.256,100,1194.975185
9815.605,100,1194.9752
10099.949,100,1197.375671
10178.218,100,1197.375833
10482.029,100,1197.375876
10152.664,100,1197.375906
10250.443,100,1197.375931
10128.346,100,1197.375954
10138.771,100,1197.375981
10289.251,100,1197.376004
10654.712,100,1197.376028
10101.419,100,1197.376051
9989.506,100,1258.516357
10481.914,100,1258.516628
10248.593,100,1258.516704
10244.449,100,1258.516755
9550.142,100,1258.516824
10018.995,100,1258.516858
10262.6045,100,1258.516888
9939.666,100,1258.516917
9877.786,100,1258.516945
10014.589,100,1258.516974
9800.664,100,1262.797782
10355.126,100,1262.797925
10628.311,100,1262.797951
10440.685,100,1262.797967
10014.483,100,1262.797983
10420.733,100,1262.797997
10011.009,100,1262.798012
9843.118,100,1262.798027
10334.499,100,1262.798042
10450.836,100,1262.798057
10464.489,100,1265.02313
10388.101,100,1265.023295
10619.382,100,1265.023334
10809.341,100,1265.023352
10060.253,100,1265.023368
10142.775,100,1265.023383
10492.292,100,1265.023399
10196.455,100,1265.023414
10253.852,100,1265.02343
10105.5205,100,1265.023447
10360.064,100,1267.739319
9995.233,100,1267.739482
9656.263,100,1267.739506
10224.116,100,1267.739522
10328.324,100,1267.739537
10736.546,100,1267.739551
10140.404,100,1267.739569
10630.044,100,1267.739583
10135.561,100,1267.73962
10380.324,100,1267.739655
10218.025,100,1270.858571
10591.225,100,1270.858762
10147.099,100,1270.858799
10263.062,100,1270.858816
9986.685,100,1270.858829
10614.608,100,1270.858845
10360.042,100,1270.858859
10113.459,100,1270.858871
10015.545,100,1270.858885
10475.665,100,1270.8589
9804.035,100,1331.265198
10325.01,100,1331.265396
10106.444,100,1331.265425
9935.935,100,1331.265442
10861.729,100,1331.265456
10462.829,100,1331.26547
10059.433,100,1331.265485
10005.303,100,1331.265498
9910.596,100,1331.265512
10276.022,100,1331.265525
10232.322,100,1332.904232
10097.799,100,1332.904428
9763.178,100,1332.904482
10102.001,100,1332.904589
10369.722,100,1332.904621
9664.34,100,1332.904649
9717.092,100,1332.904676
10285.612,100,1332.904701
10193.43,100,1332.904728
9829.93,100,1332.904754
9920.014,100,1334.614016
10362.563,100,1334.614175
10224.761,100,1334.614223
10068.204,100,1334.614254
10509.779,100,1334.614281
10169.191,100,1334.61433
10447.32,100,1334.614357
10158.328,100,1334.614384
10000.595,100,1334.614409
9752.649,100,1334.614434
10522.637,100,1336.452937
10487.716,100,1336.453122
10279.94,100,1336.45315
10308.799,100,1336.453167
10029.647,100,1336.453182
10213.048,100,1336.453195
10262.08,100,1336.453209
10760.171,100,1336.453223
9679.12,100,1336.453236
10145.44,100,1336.45325
9924.881,100,1338.331736
9920.574,100,1338.331919
10325.162,100,1338.331947
10295.124,100,1338.331973
9904.231,100,1338.331991
10217.887,100,1338.332007
10025.849,100,1338.332023
10470.16,100,1338.33204
10206.946,100,1338.332056
10119.74,100,1338.332071
9870.751,100,1401.637447
10368.032,100,1401.637598
9947.746,100,1401.637625
10322.877,100,1401.637649
10253.879,100,1401.637664
10039.139,100,1401.637679
10093.71,100,1401.637692
10131.49,100,1401.637706
10198.533,100,1401.637719
10581.244,100,1401.637732
10053.75,100,1403.386787
10037.012,100,1403.386947
10132.269,100,1403.386993
10521.599,100,1403.387022
10314.259,100,1403.387048
10177.293,100,1403.387077
10387.811,100,1403.387102
10634.261,100,1403.387128
10210.1875,100,1403.387152
9613.8955,100,1403.387178
10373.211,100,1404.858438
9913.829,100,1404.858572
10265.501,100,1404.858596
10317.067,100,1404.858611
10344.579,100,1404.858624
10800.357,100,1404.858636
10697.5205,100,1404.858649
10247.359,100,1404.858663
9954.021,100,1404.858675
10401.731,100,1404.858687
10051.518,100,1406.390239
9786.785,100,1406.390429
10316.07,100,1406.390478
10387.058,100,1406.390506
10290.481,100,1406.390531
9955.2295,100,1406.390555
10050.407,100,1406.390581
10107.908,100,1406.390605
9823.837,100,1406.390629
9988.852,100,1406.390652
10119.263,100,1407.908513
10645.545,100,1407.908675
10191.669,100,1407.90872
10362.908,100,1407.90875
10325.02,100,1407.908777
10584.993,100,1407.908805
10528.375,100,1407.908831
10585.725,100,1407.908857
10133.259,100,1407.90888
9880.689,100,1407.908906
10220.05,100,1461.419502
10297.984,100,1461.41966
10338.009,100,1461.419707
10209.629,100,1461.419739
10243.002,100,1461.419767
10612.945,100,1461.419794
9805.652,100,1461.41982
10226.874,100,1461.419847
9907.341,100,1461.419871
10394.139,100,1461.419896
9816.1,100,1462.946899
10103.193,100,1462.947052
9877.102,100,1462.947095
10341.463,100,1462.947123
10360.186,100,1462.947147
9918.428,100,1462.94717
10148.169,100,1462.947193
10213.757,100,1462.94722
10277.938,100,1462.947242
9982.254,100,1462.947266
9584.775,100,1464.44184
10779.784,100,1464.441986
10153.453,100,1464.442009
9917.875,100,1464.442024
9912.898,100,1464.442037
10406.704,100,1464.44205
10490.256,100,1464.442065
10184.955,100,1464.442077
10366.866,100,1464.442089
10177.506,100,1464.442101
10184.415,100,1465.898565
10491.831,100,1465.898732
10627.795,100,1465.898776
10112.185,100,1465.898805
10572.384,100,1465.898831
10226.239,100,1465.898855
9788.567,100,1465.898879
10300.424,100,1465.898906
10166.926,100,1465.89893
10330.098,100,1465.898955
10141.491,100,1467.405765
10669.536,100,1467.40591
10794.869,100,1467.405952
9837.354,100,1467.406032
10731.979,100,1467.406083
9888.459,100,1467.40611
10307.343,100,1467.406135
10582.593,100,1467.40616
10261.078,100,1467.406182
10435.488,100,1467.406205
10094.674,100,1522.920368
10387.295,100,1522.920517
10270.957,100,1522.920545
10414.804,100,1522.92056
10041.675,100,1522.920574
9988.755,100,1522.920587
9959.573,100,1522.9206
10001.777,100,1522.920612
